Atlas_Clean_Name,Summit_Clean_Name,Similarity_Score,Decision
arvello tk retail technologies,arvello ph retail technologies,90.0,ACCEPT
eldora uk robotics technologies,deltora uk robotics technologies,95.2,REJECT
ulvero uk robotics technologies,,,NO_MATCH
meroxa uk robotics technologies,deltora uk robotics technologies,88.9,REJECT
falvera vl software technologies,falvera zn software technologies,93.8,ACCEPT
uldora vl software technologies,wendora ut software technologies,85.7,REJECT
jorvik wl tools technologies,sorevia zw tools technologies,87.7,REJECT
orvanta wl tools technologies,orvanta sj tools technologies,89.7,ACCEPT
ulvero wl tools technologies,ulvero vt tools technologies,92.9,ACCEPT
dorsen xl training technologies,dorsen bo training technologies,90.3,ACCEPT
jorvik xm transport technologies,jorvik bo transport technologies,90.6,ACCEPT
braxen ym ventures technologies,ravelin ym ventures technologies,92.1,REJECT
iskora ym ventures technologies,iskora vb ventures technologies,90.3,ACCEPT
uldora ym ventures technologies,,,NO_MATCH
sorevia zm warehousing technologies,sorevia bx warehousing technologies,91.4,ACCEPT
yantara zm wellness technologies,,,NO_MATCH
kestrelis zm workspace technologies,,,NO_MATCH
iskora an workspace technologies,iskora cx workspace technologies,93.8,ACCEPT
falvera bn biosystems services,,,NO_MATCH
dorsen bn clinics services,,,NO_MATCH
eldora cn components services,,,NO_MATCH
zentara components services,zentara dg components services,94.7,ACCEPT
lunaro diagnostics services,ivanto diagnostics services,85.2,REJECT
vantigo diagnostics services,,,NO_MATCH
avenor do foods services,braxen do foods services,87.5,REJECT
quenvale eo services,quenvale be services,95.0,ACCEPT
yorvex eo services,,,NO_MATCH
calvion eo imaging services,,,NO_MATCH
solvanta gp materials services,solvanta iz materials services,93.3,ACCEPT
solvanta jq retail services,,,NO_MATCH
novaris jq retail services,,,NO_MATCH
meroxa jq robotics services,,,NO_MATCH
evorin mr tools services,deltora mr tools services,85.7,REJECT
kelvanto mr tools services,kelvanto nk tools services,92.3,ACCEPT
lorven ns transport services,nexora ns transport services,85.7,REJECT
yorvex ns ventures services,yorvex pk ventures services,92.6,ACCEPT
tervano os ventures services,sorevia os ventures services,85.7,REJECT
wexforda os warehousing services,,,NO_MATCH
glenvex os wellness services,glenvex kq wellness services,92.9,ACCEPT
wendora ps wellness services,,,NO_MATCH
yantara ps wellness services,yantara na wellness services,92.9,ACCEPT
helvar ps workspace services,helvar jx workspace services,92.9,ACCEPT
ulvero pt analytics international,ulvero tv analytics international,97.0,ACCEPT
novaris qt analytics international,,,NO_MATCH
sorevia qt biosystems international,solvanta qt biosystems international,90.1,REJECT
dorsen qt clinics international,,,NO_MATCH
ravelin rt clinics international,,,NO_MATCH
eldora rt cloudworks international,eldora vw cloudworks international,94.1,ACCEPT
prysmar rt cloudworks international,prysmar ue cloudworks international,94.3,ACCEPT
iskora rt cloudworks international,iskora qb cloudworks international,94.1,ACCEPT
tervano rt cloudworks international,vantigo rt cloudworks international,91.4,REJECT
vantigo rt components international,vantigo mz components international,94.3,ACCEPT
arvello rt components international,,,NO_MATCH
zentara su diagnostics international,,,NO_MATCH
nexora su foods international,javora um foods international,86.2,REJECT
kestrelis tu gridworks international,kestrelis pr gridworks international,94.4,ACCEPT
veltrix tu gridworks international,ravelin pr gridworks international,85.3,REJECT
braxen tu international,braxen pr international,91.3,ACCEPT
mavrix tu international,,,NO_MATCH
jorvik uu imaging international,jorvik yx imaging international,93.5,ACCEPT
solvanta uv logistics international,solvanta qs logistics international,91.4,ACCEPT
haverno vv logistics international,avenor uv logistics international,92.5,REJECT
yantara wv mobility international,,,NO_MATCH
braxen wv networks international,,,NO_MATCH
yorvex wv networks international,yorvex ra networks international,93.8,ACCEPT
sorevia wv networks international,,,NO_MATCH
vantigo xv packaging international,vantigo ul packaging international,91.2,ACCEPT
novaris xw payments international,,,NO_MATCH
yantara xw payments international,zentara xw payments international,93.9,REJECT
javora yw retail international,ravelin yw retail international,85.2,REJECT
braxen zw security international,braxen tb security international,93.8,ACCEPT
zentara zw security international,zentara vu security international,90.9,ACCEPT
ostera ax software international,javora ax software international,90.6,REJECT
ostera bx therapeutics international,tervano cp therapeutics international,87.7,REJECT
ivanto cx training international,orvanta ei training international,86.2,REJECT
praxon cy training international,,,NO_MATCH
iskora cy transport international,,,NO_MATCH
javora dy ventures international,tervano dy ventures international,86.2,REJECT
xylera dy warehousing international,,,NO_MATCH
nexora fz biosystems,nexora fz biosys,88.9,ACCEPT
ostera gz biosystems,ostera bw biosystems,90.0,ACCEPT
avenor gz cloudworks,avenor yh cloudworks,90.0,ACCEPT
lorven hz cloudworks,ravelin hz cloudworks,87.8,REJECT
tarsen ha diagnostics,tarsen hr diagnostics,95.2,ACCEPT
xylera ha diagnostics,xylera fc diagnostics,90.5,ACCEPT
novaris ia foods,novaris hv foods,87.5,ACCEPT
veltrix ja gridworks,veltrix jn gridworks,95.0,ACCEPT
helvar ja,,,NO_MATCH
orvanta ja,,,NO_MATCH
lunaro kb materials,lunaro ej materials,89.5,ACCEPT
rovian kb materials,rovian ks materials,94.7,ACCEPT
ravelin lb materials,ravelin ah materials,90.0,ACCEPT
dorsen lb mobility,dorsen fg mobility,88.9,ACCEPT
brinora nc payments,brinora da payments,89.5,ACCEPT
arvello oc robotics,arvello qe robotics,89.5,ACCEPT
lorven oc robotics,lorven nk robotics,88.9,ACCEPT
ravelin oc robotics,,,NO_MATCH
meroxa pd security,meroxa qv security,88.9,ACCEPT
braxen pd supply,braxen ln supply,87.5,ACCEPT
deltora qd therapeutics,deltora ma therapeutics,91.3,ACCEPT
iskora rd tools,iskora km tools,86.7,ACCEPT
qintara rd tools,,,NO_MATCH
ravelin te warehousing,braxen te warehousing,88.4,REJECT
mavrix te wellness,,,NO_MATCH
haverno vf biosystems,haverno ia biosystems,90.5,ACCEPT
uldora wf clinics,,,NO_MATCH
prysmar wf components,,,NO_MATCH
fintara xg diagnostics,fintara ij diagnostics,90.9,ACCEPT
helvar xg diagnostics,helvar pw diagnostics,90.5,ACCEPT
vantigo xg diagnostics,vantigo ij diagnostics,86.4,ACCEPT
eldora xg foods,eldora td foods,86.7,ACCEPT
yantara yg foods,,,NO_MATCH
dorsen yg gridworks,dorsen kb gridworks,89.5,ACCEPT
ravelin yg gridworks,ravelin df gridworks sys,86.4,ACCEPT
nexora yg,,,NO_MATCH
wendora zh imaging,,,NO_MATCH
xylera zh logistics,,,NO_MATCH
quenvale ah mobility,quenvale hy mobility,95.0,ACCEPT
vantigo bh networks,vantigo fb networks,94.7,ACCEPT
xylera ci payments,xylera dr payments,88.9,ACCEPT
ivanto di robotics,,,NO_MATCH
prysmar fj software,prysmar fs software,94.7,ACCEPT
prysmar fj supply,,,NO_MATCH
ivanto gj tools,,,NO_MATCH
prysmar hj training,prysmar me training,89.5,ACCEPT
veltrix hk transport,veltrix cp transport,90.0,ACCEPT
xylera jk wellness,,,NO_MATCH
wendora jk wellness,wendora aj wellness,94.7,ACCEPT
evorin ll cloudworks,evorin nd cloudworks,90.0,ACCEPT
falvera ll cloudworks,falvera lc cloudworks labs,89.4,ACCEPT
yorvex ml components,yorvex vn components,90.0,ACCEPT
evorin nm gridworks,evorin qx gridworks,89.5,ACCEPT
fintara pn materials,fintara ft materials,85.0,ACCEPT
glenvex so pharma,glenvex yj pharma,88.2,ACCEPT
fintara to robotics,,,NO_MATCH
sorevia to robotics,sorevia wz robotics,89.5,ACCEPT
glenvex uo security,,,NO_MATCH
galvex up software,,,NO_MATCH
lunaro up software,lunaro yr software,88.9,ACCEPT
orvanta up supply,,,NO_MATCH
solvanta vp therapeutics,solvanta mn therapeutics,87.5,ACCEPT
wendora vp therapeutics,wendora xh therapeutics,87.0,ACCEPT
ivanto wq transport,,,NO_MATCH
arvello xq ventures,,,NO_MATCH
falvera zq workspace,falvera ok workspace,85.0,ACCEPT
glenvex zq workspace,glenvex yh workspace,90.0,ACCEPT
wexforda zr analytics,wexforda aa analytics,85.7,ACCEPT
tarsen ar biosystems,lorven ar biosystems,85.0,REJECT
zentara ar biosystems,,,NO_MATCH
wendora br clinics,,,NO_MATCH
meroxa br components,meroxa ep components,85.0,ACCEPT
fintara cs diagnostics,fintara bi diagnostics,90.9,ACCEPT
fintara es imaging,fintara ca imaging,88.9,ACCEPT
fintara et logistics,fintara dj logistics,90.0,ACCEPT
quenvale gt networks,quenvale kj networks,90.0,ACCEPT
lunaro gt packaging,lunaro iz packaging,89.5,ACCEPT
kelvanto hu payments,kelvanto ou payments,85.0,ACCEPT
ostera iu pharma,ostera np pharma,87.5,ACCEPT
zentara iu retail,zentara oc retail,88.2,ACCEPT
calvion ju software,calvion ji software,94.7,ACCEPT
rovian lv tools,rovian ot tools,86.7,ACCEPT
evorin mv training,evorin no training,88.9,ACCEPT
ostera mv training,ostera mi training sys,85.0,ACCEPT
prysmar mw transport,prysmar mj transport,95.0,ACCEPT
xylera ow wellness,,,NO_MATCH
vantigo qx cloudworks labs,solvanta qx cloudworks labs,86.8,REJECT
glenvex rx components labs,glenvex on components labs,92.3,ACCEPT
javora rx components labs,deltora rx components labs,86.3,REJECT
yorvex ry diagnostics labs,,,NO_MATCH
yorvex sy foods labs,,,NO_MATCH
arvello sy foods labs,,,NO_MATCH
braxen sy gridworks labs,,,NO_MATCH
yantara vz materials labs,,,NO_MATCH
quenvale vz networks labs,quenvale yk networks labs,92.0,ACCEPT
haverno wz packaging labs,,,NO_MATCH
galvex wz payments labs,,,NO_MATCH
qintara ya robotics labs,,,NO_MATCH
ravelin ya robotics labs,ravelin as robotics labs,87.5,ACCEPT
sorevia zb software labs,,,NO_MATCH
ulvero bb tools labs,,,NO_MATCH
iskora bb tools labs,,,NO_MATCH
tarsen bb training labs,lorven bb training labs,87.0,REJECT
helvar cc warehousing labs,helvar hs warehousing,85.1,ACCEPT
eldora ec analytics solutions,deltora bs analytics solutions,88.1,REJECT
quenvale ed analytics solutions,quenvale kx analytics solns,86.2,ACCEPT
deltora fd biosystems solutions,evorin jf biosystems solutions,85.2,REJECT
brinora gd cloudworks solutions,,,NO_MATCH
dorsen hd diagnostics solutions,,,NO_MATCH
vantigo he diagnostics solutions,vantigo lg diagnostics solns,86.7,ACCEPT
lorven he diagnostics solutions,galvex et diagnostics solutions,87.1,REJECT
calvion he foods solutions,,,NO_MATCH
tervano ie gridworks solutions,,,NO_MATCH
avenor ie solutions,,,NO_MATCH
mavrix ie solutions,mavrix hm solutions,89.5,ACCEPT
prysmar je imaging solutions,prysmar je imaging solns,92.3,ACCEPT
evorin je imaging solutions,dorsen je imaging solutions,88.9,REJECT
uldora je imaging solutions,uldora je imaging solns,92.0,ACCEPT
vantigo jf logistics solutions,,,NO_MATCH
quenvale kf mobility solutions,,,NO_MATCH
vantigo kf mobility solutions,,,NO_MATCH
haverno kf mobility solutions,haverno kf mobility solns,92.6,ACCEPT
jorvik ng robotics solutions,jorvik qr robotics solutions,92.9,ACCEPT
orvanta ng robotics solutions,orvanta mo robotics solutions,93.1,ACCEPT
uldora og robotics solutions,uldora py robotics solutions,92.9,ACCEPT
lunaro og software solutions,lunaro og software solns,92.3,ACCEPT
prysmar og software solutions,prysmar no software solutions,96.6,ACCEPT
orvanta ph supply solutions,orvanta ph supply solns,92.0,ACCEPT
braxen qh training solutions,,,NO_MATCH
jorvik qh training solutions,evorin rh training solutions,85.7,REJECT
qintara rh training solutions,fintara sz training solutions,86.2,REJECT
cendrix ri transport solutions,cendrix ri transport solns,92.9,ACCEPT
prysmar si warehousing solutions,prysmar rq warehousing solns,86.7,ACCEPT
jorvik ti workspace solutions,,,NO_MATCH
kestrelis ti workspace solutions,kestrelis ub workspace solns,86.7,ACCEPT
meroxa uj analytics systems,meroxa uj analytics sys,92.0,ACCEPT
yantara uj analytics systems,yantara uj analytics sys,92.3,ACCEPT
arvello uj biosystems systems,,,NO_MATCH
cendrix uj biosystems systems,mavrix uj biosystems systems,87.7,REJECT
javora vj clinics systems,javora vj clinics sys,91.3,ACCEPT
helvar wj diagnostics systems,helvar wj diagnostics sys,92.6,ACCEPT
lunaro wj diagnostics systems,,,NO_MATCH
calvion wk foods systems,calvion zu foods systems,91.7,ACCEPT
eldora xk foods systems,eldora uz foods systems,91.3,ACCEPT
praxon xk gridworks systems,,,NO_MATCH
kelvanto yk systems,,,NO_MATCH
eldora yk imaging systems,eldora yk imaging sys,91.3,ACCEPT
kelvanto yk imaging systems,kelvanto wa imaging systems,92.6,ACCEPT
uldora yk imaging systems,,,NO_MATCH
kestrelis zk logistics systems,,,NO_MATCH
deltora al mobility systems,deltora al mobility sys,92.0,ACCEPT
ulvero al networks systems,ulvero al networks sys,91.7,ACCEPT
jorvik bl packaging systems,jorvik xj packaging systems,88.9,ACCEPT
brinora bl packaging systems,brinora bl packaging sys,92.3,ACCEPT
ostera bl packaging systems,ostera bl packaging sys,92.0,ACCEPT
kestrelis bl payments systems,kestrelis hg payments systems,93.1,ACCEPT
mavrix bl payments systems,,,NO_MATCH
brinora bm payments systems,brinora bm payments sys,92.0,ACCEPT
sorevia cm payments systems,,,NO_MATCH
kestrelis cm pharma systems,kestrelis cm pharma sys,92.0,ACCEPT
meroxa cm pharma systems,meroxa cm pharma sys,90.9,ACCEPT
galvex cm retail systems,,,NO_MATCH
javora dm robotics systems,,,NO_MATCH
yorvex dm security systems,yorvex dm security sys,91.7,ACCEPT
ostera en software systems,ostera en software sys,91.7,ACCEPT
tarsen en supply systems,,,NO_MATCH
brinora en supply systems,,,NO_MATCH
evorin fn supply systems,evorin fn supply sys,90.9,ACCEPT
cendrix gn tools systems,evorin gn tools systems,85.1,REJECT
qintara gn tools systems,qintara iy tools systems,91.7,ACCEPT
tarsen gn training systems,tarsen gn training sys,91.7,ACCEPT
novaris ho transport systems,novaris ho transport sys,92.3,ACCEPT
prysmar ho ventures systems,prysmar gv ventures systems,92.6,ACCEPT
rovian ho ventures systems,,,NO_MATCH
dorsen ho warehousing systems,dorsen ho warehousing sys,92.6,ACCEPT
ulvero io warehousing systems,ulvero gw warehousing systems,93.1,ACCEPT
orvanta io wellness systems,rovian io wellness systems,90.6,REJECT
vantigo io wellness systems,vantigo io wellness sys,92.0,ACCEPT
yorvex io wellness systems,,,NO_MATCH
praxon jo workspace systems,lorven jo workspace systems,85.2,REJECT
quenvale kp biosystems technologies,quenvale he biosystems technologies,94.3,ACCEPT
tarsen kp biosystems technologies,ostera kp biosystems technologies,87.9,REJECT
evorin kp biosystems technologies,,,NO_MATCH
vantigo mp diagnostics technologies,yantara mq diagnostics technologies,85.7,REJECT
wendora mq diagnostics technologies,yantara mq diagnostics technologies,88.6,REJECT
prysmar mq foods technologies,prysmar jf foods technologies,93.1,ACCEPT
quenvale nq technologies,quenvale oq imaging technologies,85.7,ACCEPT
evorin nq technologies,,,NO_MATCH
uldora nq technologies,wendora nq technologies,88.9,REJECT
prysmar oq imaging technologies,,,NO_MATCH
calvion oq logistics technologies,,,NO_MATCH
calvion rr payments technologies,calvion vu payments technologies,90.6,ACCEPT
arvello rr payments technologies,dorsen rr payments technologies,85.7,REJECT
javora rs payments technologies,,,NO_MATCH
ostera ss pharma technologies,,,NO_MATCH
kelvanto ss retail technologies,deltora ss retail technologies,88.5,REJECT
jorvik ss robotics technologies,orvanta ss robotics technologies,88.9,REJECT
avenor ts security technologies,haverno xv security technologies,88.9,REJECT
rovian ts security technologies,ravelin xv security technologies,85.7,REJECT
brinora ts security technologies,brinora ts security tech,85.7,ACCEPT
falvera ut supply technologies,,,NO_MATCH
meroxa vt therapeutics technologies,cendrix ut therapeutics technologies,87.3,REJECT
ravelin vt therapeutics technologies,ravelin rq therapeutics technologies,91.7,ACCEPT
dorsen vt training technologies,dorsen bo training technologies,90.3,ACCEPT
eldora vt training technologies,eldora ub training technologies,93.5,ACCEPT
orvanta vt training technologies,solvanta vt training technologies,95.4,REJECT
falvera wt training technologies,fintara zw training technologies,87.5,REJECT
mavrix wu ventures technologies,prysmar wu ventures technologies,88.9,REJECT
tarsen wu ventures technologies,prysmar wu ventures technologies,85.7,REJECT
wexforda yu workspace technologies,wexforda yu workspace tech,86.7,ACCEPT
ostera zv biosystems services,,,NO_MATCH
uldora zv biosystems services,uldora zv biosys services,92.6,ACCEPT
yantara zv biosystems services,xylera zv biosystems services,88.1,REJECT
ostera av clinics services,ostera ws clinics services,88.5,ACCEPT
solvanta av cloudworks services,solvanta xl cloudworks services,90.3,ACCEPT
wendora dw services,,,NO_MATCH
fintara ew logistics services,fintara fp logistics services,89.7,ACCEPT
rovian ew logistics services,,,NO_MATCH
tarsen fx mobility services,,,NO_MATCH
galvex fx networks services,glenvex fx networks services,94.5,REJECT
lorven fx networks services,glenvex fx networks services,87.3,REJECT
falvera gx payments services,falvera en payments services,89.3,ACCEPT
zentara hy pharma services,,,NO_MATCH
solvanta hy retail services,,,NO_MATCH
orvanta iy robotics services,,,NO_MATCH
xylera iy robotics services,xylera fo robotics services,92.6,ACCEPT
meroxa iy security services,,,NO_MATCH
mavrix jy software services,mavrix lj software services,96.3,ACCEPT
tervano jz software services,sorevia jz software services,85.7,REJECT
meroxa kz supply services,ostera kz supply services,88.0,REJECT
novaris kz supply services,,,NO_MATCH
arvello kz therapeutics services,,,NO_MATCH
braxen lz transport services,eldora lz transport services,85.7,REJECT
mavrix lz transport services,mavrix ru transport services,89.3,ACCEPT
helvar na workspace services,helvar jx workspace services,92.9,ACCEPT
evorin oa analytics international,evorin or diagnostics international,85.3,REJECT
meroxa ob analytics international,meroxa ky analytics international,90.9,ACCEPT
eldora ob biosystems international,dorsen ob biosystems international,91.2,REJECT
lorven pb clinics international,ostera pb clinics international,87.1,REJECT
lunaro pb cloudworks international,,,NO_MATCH
iskora qb components international,iskora mz components international,94.1,ACCEPT
kestrelis qb diagnostics international,kestrelis qb diagnostics intl,86.6,ACCEPT
tarsen rb diagnostics international,,,NO_MATCH
xylera sc international,,,NO_MATCH
praxon sc international,,,NO_MATCH
sorevia sc international,,,NO_MATCH
vantigo tc logistics international,,,NO_MATCH
lunaro ud mobility international,,,NO_MATCH
vantigo ud mobility international,,,NO_MATCH
sorevia ud mobility international,,,NO_MATCH
veltrix ud mobility international,,,NO_MATCH
lunaro vd networks international,,,NO_MATCH
rovian wd payments international,rovian ul payments international,93.8,ACCEPT
iskora wd payments international,iskora zo payments international,93.8,ACCEPT
orvanta we pharma international,jorvik we pharma international,88.5,REJECT
vantigo we pharma international,,,NO_MATCH
javora we pharma international,jorvik we pharma international,90.0,REJECT
yantara xe retail international,,,NO_MATCH
praxon xe robotics international,meroxa xe robotics international,87.5,REJECT
lunaro zf therapeutics international,,,NO_MATCH
solvanta zf therapeutics international,orvanta vc therapeutics international,90.7,REJECT
mavrix af tools international,meroxa af tools international,89.7,REJECT
zentara bg ventures international,zentara hb ventures international,97.0,ACCEPT
brinora bg ventures international,brinora hb ventures international,90.9,ACCEPT
braxen cg wellness international,avenor gj wellness international,87.5,REJECT
nexora cg wellness international,nexora ey wellness international,93.8,ACCEPT
praxon dg wellness international,,,NO_MATCH
iskora dg workspace international,sorevia aw workspace international,86.6,REJECT
arvello gh components,arvello yy components,90.5,ACCEPT
tervano gh components,tervano vn components,85.7,ACCEPT
lunaro hi gridworks,,,NO_MATCH
vantigo ii imaging,vantigo ca imaging,88.9,ACCEPT
arvello jj materials,arvello fc materials,90.0,ACCEPT
lunaro kj mobility,lunaro gc mobility,88.9,ACCEPT
yantara kj mobility,yantara hy mobility,89.5,ACCEPT
fintara lj packaging,fintara jr packaging,95.0,ACCEPT
praxon mk pharma,,,NO_MATCH
avenor mk retail,avenor di retail,87.5,ACCEPT
ivanto nk security,ivanto jh security,88.9,ACCEPT
arvello ql transport,arvello cl transport sys,86.4,ACCEPT
tarsen rm ventures,tarsen jt ventures,88.9,ACCEPT
yorvex rm ventures,yorvex se ventures,88.9,ACCEPT
avenor sm wellness,avenor of wellness,88.9,ACCEPT
quenvale sm workspace,,,NO_MATCH
evorin tm analytics,,,NO_MATCH
calvion un cloudworks,,,NO_MATCH
galvex vn components,galvex rk components,90.0,ACCEPT
haverno vn components,tervano vn components,85.7,REJECT
yorvex xo gridworks,yorvex sl gridworks,89.5,ACCEPT
lunaro xo,,,NO_MATCH
kelvanto xo,kelvanto om,90.9,ACCEPT
praxon xo,,,NO_MATCH
brinora zp materials,brinora jw materials,85.0,ACCEPT
arvello zp mobility,arvello rf mobility,89.5,ACCEPT
nexora ap networks,nexora ay networks,94.4,ACCEPT
sorevia ap networks,sorevia gt networks,89.5,ACCEPT
ivanto cq retail,,,NO_MATCH
wendora cq retail,wendora oc retail,94.1,ACCEPT
vantigo dq security,,,NO_MATCH
orvanta dq software,orvanta ki software,89.5,ACCEPT
qintara dq software,qintara ok software,89.5,ACCEPT
ivanto er supply,,,NO_MATCH
wexforda fr training,wexforda ql training,90.0,ACCEPT
evorin fr training,evorin no training,88.9,ACCEPT
wendora gr transport,wendora dh transport,90.0,ACCEPT
fintara gs ventures,fintara ig ventures sys,90.5,ACCEPT
rovian hs warehousing,rovian lu warehousing,90.5,ACCEPT
xylera hs warehousing,xylera ib warehousing,90.5,ACCEPT
kestrelis is analytics,kestrelis lq analytics intl,85.7,ACCEPT
evorin jt biosystems,evorin fz biosystems,90.0,ACCEPT
lorven jt biosystems,lorven eh biosystems,90.0,ACCEPT
tervano kt cloudworks,tervano hz cloudworks,90.5,ACCEPT
kestrelis kt components,,,NO_MATCH
solvanta kt components,solvanta qb components intl,85.7,ACCEPT
veltrix mu gridworks,veltrix jn gridworks,90.0,ACCEPT
orvanta nu imaging,orvanta nd imaging,94.4,ACCEPT
zentara nu imaging,zentara iv imaging,88.9,ACCEPT
iskora pv mobility,,,NO_MATCH
sorevia pv networks,sorevia nl networks,89.5,ACCEPT
wendora rw retail,,,NO_MATCH
sorevia sw robotics,sorevia wz robotics,94.7,ACCEPT
ulvero sw security,ulvero zk security sys,85.0,ACCEPT
brinora ux tools,,,NO_MATCH
lorven vx transport,lorven uf transport,89.5,ACCEPT
mavrix wy ventures,,,NO_MATCH
avenor wy warehousing,evorin wy warehousing,85.7,REJECT
braxen xy wellness,praxon xy wellness,88.9,REJECT
yantara xy wellness,,,NO_MATCH
avenor yy analytics,avenor dt analytics,89.5,ACCEPT
dorsen zz clinics,dorsen vf clinics,88.2,ACCEPT
helvar zz clinics,helvar po clinics,88.2,ACCEPT
deltora zz cloudworks,deltora yh cloudworks,90.5,ACCEPT
lorven az cloudworks,,,NO_MATCH
dorsen az components,dorsen jk components,85.0,ACCEPT
calvion az diagnostics,calvion qo diagnostics,86.4,ACCEPT
kelvanto ba foods,,,NO_MATCH
yantara ba foods,yantara ek foods,87.5,ACCEPT
xylera da imaging,,,NO_MATCH
rovian da logistics,,,NO_MATCH
uldora da logistics,,,NO_MATCH
qintara eb materials,,,NO_MATCH
arvello fb networks,arvello kw networks,89.5,ACCEPT
ulvero fb packaging,ulvero da packaging,89.5,ACCEPT
kelvanto fb packaging,kelvanto zx packaging,85.7,ACCEPT
ulvero gb payments,ulvero ci payments,88.9,ACCEPT
tarsen gc pharma,,,NO_MATCH
yantara hc retail,yantara mx retail,88.2,ACCEPT
sorevia ic software,sorevia ok software,89.5,ACCEPT
jorvik jc supply,jorvik gb supply,87.5,ACCEPT
zentara jd supply,zentara ln supply,88.2,ACCEPT
eldora jd therapeutics,eldora it therapeutics,90.9,ACCEPT
iskora jd therapeutics,iskora pl therapeutics,90.9,ACCEPT
deltora kd tools,,,NO_MATCH
evorin kd training,evorin no training,88.9,ACCEPT
deltora ld transport,deltora lq transport sys,86.4,ACCEPT
sorevia ld transport,sorevia rl transport,95.0,ACCEPT
helvar me warehousing,helvar nj warehousing,90.5,ACCEPT
quenvale me warehousing,,,NO_MATCH
sorevia me warehousing,sorevia dp warehousing,90.9,ACCEPT
calvion me wellness,,,NO_MATCH
ivanto ne analytics labs,,,NO_MATCH
solvanta ne analytics labs,solvanta mm analytics labs,92.3,ACCEPT
meroxa of biosystems labs,meroxa sh biosystems labs,92.0,ACCEPT
ulvero of clinics labs,ulvero ua clinics labs,90.9,ACCEPT
iskora rg foods labs,,,NO_MATCH
helvar rg labs,,,NO_MATCH
yantara sg labs,yantara od labs,86.7,ACCEPT
prysmar sg logistics labs,,,NO_MATCH
evorin uh networks labs,evorin xr networks labs,91.3,ACCEPT
mavrix uh packaging labs,,,NO_MATCH
haverno vh packaging labs,,,NO_MATCH
falvera vh payments labs,,,NO_MATCH
ulvero wi pharma labs,,,NO_MATCH
quenvale xi robotics labs,quenvale ya robotics labs,92.0,ACCEPT
sorevia xi security labs,sorevia za security labs,91.7,ACCEPT
nexora yi software labs,,,NO_MATCH
solvanta yi supply labs,,,NO_MATCH
avenor yj therapeutics labs,,,NO_MATCH
prysmar zj therapeutics labs,,,NO_MATCH
quenvale zj therapeutics labs,quenvale hb therapeutics,86.8,ACCEPT
ulvero zj tools labs,,,NO_MATCH
solvanta aj training labs,orvanta aj training labs,93.9,REJECT
zentara ck wellness labs,zentara hf wellness labs,91.7,ACCEPT
eldora el clinics solutions,,,NO_MATCH
praxon fl cloudworks solutions,,,NO_MATCH
deltora fl components solutions,deltora jo components solutions,93.5,ACCEPT
ravelin gl diagnostics solutions,ravelin mz diagnostics solns,86.7,ACCEPT
vantigo gl foods solutions,,,NO_MATCH
iskora gm foods solutions,iskora gm foods solns,91.3,ACCEPT
javora gm foods solutions,,,NO_MATCH
calvion gm gridworks solutions,calvion gm gridworks solns,92.9,ACCEPT
xylera gm gridworks solutions,,,NO_MATCH
zentara gm gridworks solutions,zentara gm gridworks solns,92.9,ACCEPT
avenor hm imaging solutions,haverno im imaging solutions,90.9,REJECT
ivanto hm imaging solutions,ivanto fc imaging solutions,92.6,ACCEPT
wexforda im logistics solutions,,,NO_MATCH
ravelin im logistics solutions,ravelin kf logistics solutions,93.3,ACCEPT
galvex im materials solutions,calvion im materials solutions,88.1,REJECT
quenvale im materials solutions,,,NO_MATCH
avenor jn networks solutions,ivanto jn networks solutions,89.3,REJECT
mavrix jn networks solutions,mavrix jn networks solns,92.3,ACCEPT
haverno kn networks solutions,,,NO_MATCH
iskora kn networks solutions,iskora mx networks solutions,92.9,ACCEPT
wendora kn networks solutions,,,NO_MATCH
quenvale kn packaging solutions,quenvale kn packaging solns,93.1,ACCEPT
ulvero ln pharma solutions,ulvero ln pharma solns,91.7,ACCEPT
avenor no supply solutions,avenor no supply solns,91.7,ACCEPT
braxen no supply solutions,,,NO_MATCH
ostera op supply solutions,ostera op supply solns,91.7,ACCEPT
wexforda op therapeutics solutions,wexforda op therapeutics solns,93.8,ACCEPT
jorvik pp training solutions,,,NO_MATCH
rovian pp training solutions,rovian wc training solutions,89.3,ACCEPT
ravelin pp training solutions,ravelin pp training solns,92.6,ACCEPT
glenvex qq ventures solutions,glenvex qq ventures solns,92.6,ACCEPT
dorsen rq warehousing solutions,dorsen rq warehousing solns,93.1,ACCEPT
cendrix sq workspace solutions,cendrix wt workspace solutions,90.0,ACCEPT
veltrix sq workspace solutions,veltrix sq workspace solns,92.9,ACCEPT
eldora tq biosystems systems,,,NO_MATCH
ravelin tr biosystems systems,rovian xt biosystems systems,87.7,REJECT
qintara tr clinics systems,qintara tr clinics sys,91.7,ACCEPT
uldora vr components systems,uldora vr components sys,92.3,ACCEPT
kestrelis vr foods systems,,,NO_MATCH
fintara ws gridworks systems,fintara bn gridworks systems,89.3,ACCEPT
arvello xs imaging systems,arvello xs imaging sys,91.7,ACCEPT
meroxa xs imaging systems,meroxa yk imaging systems,92.0,ACCEPT
mavrix xs logistics systems,mavrix xs logistics sys,92.0,ACCEPT
prysmar ys materials systems,prysmar ys materials sys,92.3,ACCEPT
arvello ys materials systems,arvello ys materials sys,92.3,ACCEPT
galvex yt mobility systems,galvex yt mobility sys,91.7,ACCEPT
